S0,rho,T,r,lamda,vbar,eta,v0,Swap_Prices
99.98421716,0.215464997,0.255961531,0.287709097,0.712082903,0.579034165,0.04588784,0.251131076,0.282069003
84.36775885,0.240061096,0.254995774,0.269127876,0.801162902,0.339817574,0.159478462,0.785709337,0.746081128
111.5938371,0.179121884,0.713047224,0.154377933,0.400899376,0.246607657,0.31705391,0.347173186,0.33510026
98.39360918,0.219552787,0.782976498,0.114923339,0.415551797,0.184465143,0.319183267,0.568573412,0.511324824
109.1684618,0.158375453,0.416211395,0.21592703,0.490142051,0.372488686,0.118364284,0.219972558,0.2363942
106.2291029,0.236435958,0.629437815,0.214308117,0.116645678,0.238942495,0.073635813,0.206087139,0.207858572
99.2742441,0.154386936,0.562276007,0.152829962,0.280714738,0.327660151,0.38880972,0.650024277,0.627826127
112.9625475,0.153752122,0.318765001,0.145094474,0.71582833,0.49755125,0.169967201,0.691743113,0.67511294
101.9598657,0.158580711,0.309439638,0.385844195,0.489415755,0.381857297,0.319818488,0.497246295,0.495690814
88.42368849,0.239731205,0.511253224,0.499420038,0.415557832,0.25881624,0.313467255,0.498288551,0.478627989
81.76355114,0.187515949,0.133942108,0.245780257,0.771322589,0.130332551,0.222196809,0.182890026,0.183728355
92.16769533,0.359508289,0.857116546,0.615232619,0.614860495,0.129636322,0.042972402,0.690093553,0.568087069
116.4810276,0.183058351,0.471483624,0.491444292,0.11012203,0.200214017,0.397019405,0.327886621,0.326654022
112.3922288,0.349927735,0.383050413,0.146527544,0.747210892,0.465203237,0.283772251,0.721190935,0.691460643
116.9443387,0.378338685,0.767293266,0.322373484,0.645488209,0.246574286,0.317910227,0.258447828,0.256272557
86.71610953,0.263641428,0.155946675,0.754616256,0.667069288,0.164218714,0.061984178,0.760809745,0.737804788
113.649587,0.305455347,0.51958554,0.677064273,0.779210596,0.459471625,0.14649032,0.603526639,0.582625882
82.13599796,0.145116037,0.970543651,0.571534588,0.724851699,0.145114269,0.268551626,0.179979872,0.170991462
109.593371,0.153269109,0.377725715,0.656527711,0.822838345,0.449577984,0.079678589,0.749136497,0.71029762
103.9203161,0.22761208,0.529424447,0.582627954,0.493937565,0.41280085,0.235068493,0.383660147,0.390136378
97.34603477,0.270841863,0.545802233,0.460640236,0.401992495,0.239650267,0.056197961,0.535478427,0.507037969
98.88062069,0.303938375,0.202317776,0.509474367,0.554169696,0.218140859,0.039455975,0.531359575,0.523798212
111.0944327,0.294716223,0.192516826,0.548888474,0.442015927,0.223825769,0.330983842,0.447417015,0.442994386
104.9477626,0.174568502,0.464413006,0.143602708,0.296150056,0.338930091,0.036120367,0.119966418,0.134300618
95.07282736,0.30061456,0.433662752,0.735253265,0.642946698,0.559205771,0.262848003,0.159539301,0.212382013
86.8814136,0.385940811,0.459144353,0.597796503,0.326430401,0.533933156,0.162149687,0.777569124,0.764752335
114.1864183,0.25871413,0.342030991,0.70028894,0.60757888,0.4776473,0.255403291,0.726096944,0.703866826
88.36035697,0.387725104,0.642453484,0.211102576,0.409464758,0.551723631,0.124828164,0.526660702,0.532070059
90.43987564,0.212039491,0.550108531,0.169166476,0.209162879,0.481936909,0.293669496,0.281557226,0.293944736
115.7418318,0.357382659,0.728851035,0.112736223,0.896086307,0.412202859,0.195053231,0.359681129,0.375011575
97.78482712,0.334643658,0.644129967,0.672624007,0.769505616,0.530908569,0.312174245,0.199470202,0.271049414
97.54087828,0.220718793,0.133235259,0.570301614,0.230360888,0.578185538,0.045825183,0.772367694,0.782330472
112.6872116,0.342173118,0.337397782,0.692274459,0.763093661,0.599054809,0.215471286,0.705748115,0.694964815
93.73181855,0.363599311,0.427020404,0.66269795,0.617785888,0.484752281,0.088325044,0.232480089,0.265463909
113.5193057,0.366765283,0.647978022,0.356225537,0.635764725,0.321311437,0.335860099,0.304242333,0.308159615
113.0096662,0.127245013,0.964080644,0.175227787,0.422440061,0.531602935,0.348679279,0.382651157,0.410221013
95.68376755,0.204924967,0.689800085,0.313714227,0.673639877,0.334073388,0.326722903,0.642803515,0.58361997
80.62981166,0.191870679,0.380601178,0.410734867,0.511355557,0.132451774,0.255430707,0.231726077,0.225202408
110.1147748,0.202594417,0.749299775,0.500598687,0.541388446,0.215558294,0.134079408,0.424703083,0.38926765
112.8610003,0.366252767,0.104215519,0.662642445,0.188040541,0.292018444,0.109976695,0.352874156,0.355248327
108.4061476,0.22201885,0.68719682,0.695587168,0.712857868,0.162632624,0.110002813,0.596329223,0.506835516
81.58208167,0.373959914,0.89176318,0.233373077,0.45570898,0.301319749,0.137629168,0.736261103,0.661177126
110.191324,0.113158904,0.606244387,0.301416127,0.236142644,0.303820939,0.177415133,0.563501363,0.547797899
83.68884577,0.133434962,0.888669265,0.101120405,0.825070089,0.230961404,0.177050331,0.533338788,0.447184019
91.19265684,0.173542097,0.309564321,0.661529914,0.41279307,0.464746262,0.096234218,0.745890766,0.727893824
98.08277405,0.251587133,0.490182217,0.543790762,0.665775716,0.581086346,0.086429812,0.236048328,0.288340418
94.92112463,0.345214777,0.219273825,0.401522382,0.196041252,0.419730024,0.124788958,0.279256741,0.283755797
93.75734626,0.186746335,0.534837221,0.777942979,0.883905138,0.124745807,0.395494441,0.7027475,0.590381056
105.9235611,0.225627129,0.672506164,0.125784164,0.728879664,0.399256056,0.138401353,0.265276809,0.293668048
99.35446305,0.39806787,0.578373299,0.477183042,0.366080995,0.332441269,0.330943989,0.174355156,0.192151119
109.5886619,0.146004993,0.949448769,0.265134324,0.381325246,0.387605911,0.095061052,0.481759987,0.46648097
116.1468817,0.217532733,0.913057992,0.20796996,0.456014702,0.252335216,0.380196246,0.566815886,0.50871444
84.06859937,0.304939753,0.607640168,0.324206319,0.360503901,0.401496965,0.325399567,0.413239816,0.412502023
105.2887072,0.296782148,0.153685811,0.281535392,0.461817037,0.133741902,0.267734824,0.360315223,0.358760871
94.87483084,0.357480419,0.913031528,0.604352185,0.592485003,0.485248517,0.172680595,0.539673138,0.528794505
106.5225965,0.252504071,0.858443495,0.529161323,0.141235853,0.143766179,0.372642124,0.555307136,0.532099123
119.7341964,0.154022374,0.258883291,0.168503516,0.457334657,0.42520623,0.171449844,0.676018749,0.665117048
86.10883537,0.270234771,0.571646369,0.102720046,0.717654603,0.4259094,0.146050231,0.675725749,0.629871556
93.58627432,0.211679425,0.896491949,0.238575015,0.395882341,0.374143582,0.158842823,0.143467413,0.180680633
107.8477606,0.392177067,0.143977543,0.668410293,0.630715711,0.291159477,0.387702209,0.133681835,0.143259211
117.7026904,0.309622879,0.489980136,0.432275494,0.849696256,0.141603515,0.093089238,0.287473768,0.262310954
92.27773112,0.180516633,0.656339389,0.37176519,0.10455942,0.498421169,0.189273225,0.101247385,0.115296942
117.2854942,0.188726769,0.202395514,0.525731405,0.639600557,0.311908864,0.132405743,0.123860712,0.136314924
82.94085216,0.177036079,0.249555343,0.316108315,0.529493646,0.531716299,0.035147135,0.261813468,0.282586121
84.74251645,0.261904896,0.422389939,0.406616215,0.685117524,0.517681113,0.208819804,0.232929873,0.271255113
80.76660782,0.273600436,0.950219022,0.636718036,0.459013896,0.165988349,0.135029379,0.51395003,0.449161705
97.65124193,0.237781208,0.271466407,0.612838535,0.512217633,0.32896001,0.364901563,0.787204979,0.762233296
81.65872607,0.287690165,0.696327304,0.399619572,0.388847523,0.22363948,0.161687315,0.440758025,0.415487079
104.7593532,0.143968858,0.302577946,0.717995708,0.670387534,0.265100373,0.322140156,0.288564313,0.288941379
96.00157024,0.137148106,0.607533457,0.315284746,0.243872182,0.255851593,0.291299478,0.336121653,0.330477935
112.1068858,0.360018097,0.130231025,0.268615485,0.482636872,0.506524742,0.105355913,0.356265579,0.371626517
81.15408132,0.184936334,0.624255944,0.73431287,0.553272538,0.325253211,0.314396169,0.385371155,0.377433742
97.81078383,0.128440487,0.570114502,0.528063676,0.825789031,0.337016911,0.160719937,0.683508324,0.617167145
114.1549271,0.246389121,0.342552354,0.40532954,0.522412161,0.414604047,0.373620319,0.624084354,0.607354489
106.6126545,0.20616735,0.778427312,0.620071339,0.658720864,0.555912409,0.212464628,0.632654372,0.616855864
98.3695355,0.265808583,0.601506587,0.181029333,0.44413674,0.431689348,0.309039658,0.304889214,0.320370139
99.38871305,0.172590875,0.728111388,0.748167735,0.76186402,0.468839788,0.300829645,0.396612023,0.416061598
118.686199,0.112583716,0.612771392,0.486353414,0.865561634,0.444083297,0.10885102,0.720268047,0.660385908
109.8783398,0.168260116,0.288963134,0.461566749,0.433074427,0.18664646,0.343370801,0.330768785,0.326790964
118.1256271,0.372392558,0.287680781,0.222100776,0.830034019,0.23740868,0.101453969,0.407079157,0.39027163
118.41985,0.116770279,0.571038741,0.207723561,0.711840231,0.378534648,0.395995113,0.4171339,0.413012148
117.0917315,0.277397172,0.401861598,0.613219447,0.735321771,0.547747721,0.043611135,0.153302389,0.207450746
82.50432811,0.16177177,0.411824178,0.673650324,0.54015552,0.352055392,0.299382172,0.674742339,0.646226243
109.0043537,0.380150838,0.229899351,0.245857243,0.479001371,0.164460496,0.07577094,0.280171154,0.278307783
103.7049886,0.194599105,0.870672905,0.222242488,0.554779867,0.253682296,0.152629698,0.514763617,0.46084379
112.3578922,0.206278298,0.321290799,0.255000795,0.384028928,0.444951784,0.297518069,0.401050336,0.408489437
107.5035508,0.362229301,0.274138374,0.301789189,0.872227459,0.495693222,0.235317147,0.150417348,0.189288724
114.7159136,0.31120208,0.180642269,0.605633373,0.166551054,0.425724454,0.142835858,0.466749913,0.471578334
83.70304403,0.167231039,0.196467869,0.115539352,0.328387102,0.55139809,0.330219574,0.511467836,0.518175771
87.99105197,0.157990885,0.264810154,0.550642927,0.40139907,0.138638815,0.2693545,0.690746245,0.66892456
110.9047635,0.289931944,0.201360038,0.106373026,0.646404725,0.243655717,0.293984379,0.750964072,0.732236109
91.31972071,0.23920502,0.864414641,0.493709293,0.412583076,0.159920046,0.152698591,0.729239498,0.641508221
114.2073561,0.336407799,0.671619715,0.607092987,0.462940988,0.562108479,0.267627257,0.638129467,0.628292579
116.2098872,0.118141922,0.766533949,0.754125526,0.553841301,0.531419477,0.362910137,0.781049208,0.735966285
98.20511622,0.368406907,0.170261857,0.639462784,0.888141767,0.566188694,0.109634792,0.203388242,0.235676507
89.50206232,0.383632833,0.949898461,0.102369446,0.20625734,0.246895546,0.261061472,0.630584269,0.595100272
109.5785504,0.399392164,0.781828084,0.481567635,0.619146816,0.421093135,0.196231145,0.207401949,0.251547423
98.07402168,0.311868976,0.129954929,0.539467015,0.196161427,0.56320994,0.082396029,0.323722673,0.334781124
103.6100886,0.282002183,0.500574081,0.432172001,0.741713101,0.297759154,0.337840669,0.729122922,0.658698369
82.62096889,0.242596326,0.536572116,0.667253914,0.245178711,0.433486191,0.239483056,0.793500392,0.772062226
95.91363706,0.213527643,0.93791374,0.682245568,0.646594015,0.27810083,0.325461557,0.717473983,0.60767944
92.91167636,0.399640776,0.112944664,0.115786791,0.117134907,0.278933798,0.258175512,0.75182048,0.759720761
113.6309928,0.183325866,0.56753335,0.484832318,0.471437014,0.213881521,0.217301544,0.121545167,0.133509487
96.8377496,0.135229608,0.19139147,0.775355493,0.763692801,0.17294888,0.219546237,0.165244453,0.168388942
106.3095554,0.107024311,0.602542035,0.306720093,0.116089387,0.529357692,0.148768476,0.52369627,0.527359039
89.32197301,0.342087972,0.42049439,0.450678693,0.708334787,0.311069323,0.315781248,0.34798214,0.346230228
112.943846,0.154191936,0.814843387,0.285572985,0.433258494,0.246514398,0.147440738,0.785219652,0.702086248
95.10785463,0.229811798,0.493525591,0.530762164,0.707242892,0.581129206,0.255593352,0.299816461,0.345889563
83.12790768,0.392848854,0.306538014,0.542198214,0.882487519,0.154361651,0.19510263,0.102714555,0.110562737
115.7374157,0.242388241,0.518804383,0.219762246,0.599024111,0.195326706,0.243608493,0.754056116,0.680637247
82.77903807,0.371303282,0.362332162,0.11769731,0.681252246,0.506740442,0.245135418,0.357750705,0.3767401
118.7222533,0.240978423,0.792752043,0.377023716,0.852257196,0.305513007,0.120783743,0.249668548,0.266577681
117.9032529,0.393299314,0.575196467,0.304490795,0.359571215,0.279343559,0.205557136,0.601662287,0.573894679
119.9455982,0.319249953,0.749074411,0.645862224,0.206449458,0.203910576,0.320184907,0.37693633,0.365898646
83.74234723,0.344817332,0.50399156,0.646717975,0.511998817,0.315818716,0.15741912,0.124972947,0.149038752
108.9432033,0.386176795,0.125885937,0.153042816,0.627123887,0.152602268,0.033015099,0.34439896,0.343829553
115.9128193,0.207366568,0.345926467,0.161280687,0.693208222,0.461462694,0.345949499,0.570044177,0.558836644
109.8738279,0.263740284,0.685223465,0.140030818,0.571772305,0.461724092,0.166922068,0.615799872,0.592277641
89.29401395,0.184152698,0.57920766,0.435893397,0.256072892,0.311421401,0.035602875,0.264106302,0.269640792
92.17964058,0.328068806,0.285370825,0.271837688,0.755987603,0.58197999,0.045260789,0.547021562,0.55805084
97.25102857,0.341110029,0.412400993,0.543618184,0.40713718,0.559855398,0.077185338,0.549409953,0.554869858
92.92250967,0.181158687,0.460670571,0.148529063,0.443087063,0.11501864,0.208476805,0.329915279,0.308851234
99.27812371,0.341859804,0.542433551,0.689236416,0.692328306,0.53520795,0.34480112,0.702006035,0.677771269
81.78658151,0.179166226,0.248543558,0.336570792,0.643551372,0.110595034,0.204227358,0.614410415,0.581544866
101.4402551,0.147992803,0.164373849,0.644428996,0.706296417,0.240534318,0.259425835,0.203350694,0.208622884
116.3506775,0.324191285,0.392578641,0.327294472,0.865597829,0.378256919,0.31551926,0.792064782,0.737083541
118.1236207,0.387476154,0.3181028,0.439394782,0.25183479,0.40037706,0.176341161,0.700018248,0.690744776
92.24894731,0.298362453,0.81496335,0.308163441,0.678491057,0.440340186,0.321343054,0.481452471,0.472926408
83.06305293,0.260310471,0.270580924,0.781636154,0.433554315,0.287727589,0.351536748,0.491532062,0.480703492
119.5835663,0.132520477,0.2689216,0.683781002,0.597679232,0.13332851,0.08157649,0.543083864,0.518311207
106.2300821,0.173282586,0.589109223,0.183086262,0.778669488,0.155084728,0.367256599,0.149043638,0.151039079
86.19987674,0.135496241,0.215533472,0.660379055,0.62126079,0.570124179,0.399898329,0.799065161,0.788768197
113.9276161,0.389796248,0.303865712,0.484849987,0.429791956,0.471120688,0.122788379,0.252365923,0.268520757
100.7980036,0.225991357,0.733623972,0.178119267,0.405483056,0.544732955,0.101397412,0.64267439,0.631774242
117.3503814,0.332799527,0.562955874,0.201973471,0.296574453,0.431971833,0.156900918,0.681350852,0.666316404
83.26724165,0.182486237,0.694977906,0.198710168,0.131824105,0.135601207,0.32648605,0.188748572,0.186694385
114.6187567,0.307287165,0.238173436,0.156371071,0.422392687,0.157538235,0.346580935,0.120776402,0.12222438
91.39146137,0.100609796,0.434545093,0.134160942,0.341532316,0.214603228,0.069541139,0.26582914,0.262944236
104.3733825,0.220478615,0.644258659,0.385829764,0.127108947,0.214037264,0.224006314,0.43714692,0.429085746
119.7654373,0.216041093,0.75055349,0.261000081,0.430120589,0.58975329,0.346332379,0.500512977,0.512322113
112.501587,0.306774735,0.523938477,0.498668399,0.248189601,0.455390576,0.072852003,0.377846356,0.383697523
109.6981969,0.343154092,0.364797934,0.643339244,0.434642055,0.2811284,0.119028139,0.564119104,0.549301666
118.8762786,0.231936147,0.21339968,0.646750712,0.873127333,0.285037132,0.193656127,0.479897698,0.470310867
110.6332475,0.347419838,0.170393465,0.162998664,0.714529026,0.290611746,0.229026564,0.157308257,0.16863296
84.35380727,0.206766555,0.820407025,0.789224395,0.546924013,0.112131827,0.163078005,0.688194992,0.578150218
90.30892336,0.10384088,0.98343023,0.779676774,0.889942332,0.116472242,0.302552189,0.244566884,0.204476552
107.5960011,0.185653802,0.502995473,0.191233799,0.350148253,0.162564685,0.301452371,0.729671261,0.687302617
112.3978961,0.33831921,0.539146635,0.176556953,0.713326333,0.465850364,0.398448732,0.530876398,0.522786279
87.98324316,0.328803772,0.370566087,0.425421163,0.714098511,0.207172868,0.090303913,0.544974857,0.505071827
106.725878,0.158451508,0.730453493,0.311232093,0.281998331,0.323432043,0.35982799,0.695366568,0.65915231
88.7543255,0.126880705,0.487039964,0.752218446,0.214541311,0.252629426,0.155714471,0.247715522,0.251197033
106.0572798,0.110112328,0.27046162,0.637115246,0.876355866,0.308013838,0.155302203,0.382563821,0.376395936
115.2641825,0.239481863,0.47733176,0.250839815,0.599992037,0.332156744,0.23137785,0.116189331,0.144973237
107.4549308,0.126377751,0.249354827,0.396186038,0.815535312,0.317628026,0.255028053,0.228125033,0.240590702
114.4767919,0.149304675,0.455268856,0.764099606,0.451173944,0.468573256,0.074111568,0.784067135,0.760644218
96.50124454,0.110100872,0.206625354,0.550290331,0.393603013,0.193392766,0.238698616,0.652154181,0.634300384
80.56177506,0.303945061,0.526646928,0.772416921,0.326949254,0.271273445,0.357974997,0.208984078,0.216603726
111.9201887,0.175020645,0.388281069,0.474610822,0.45102875,0.581566332,0.209168732,0.326463695,0.350626773
83.74554157,0.376347143,0.71608685,0.647992494,0.521937058,0.397143938,0.072529357,0.252375809,0.277664017
101.9109384,0.142331522,0.771660105,0.44407714,0.115304675,0.472379447,0.299335985,0.625503621,0.621413132
115.452619,0.169052407,0.178760903,0.699427506,0.431324535,0.49940485,0.188993472,0.621520659,0.616978593
117.1607295,0.336714382,0.783131199,0.575949169,0.537979489,0.122345357,0.060123736,0.276942662,0.249734037
113.3861906,0.2690691,0.390859882,0.409272278,0.163632013,0.414547554,0.350353913,0.172896955,0.181549948
94.22862815,0.334156988,0.194523963,0.758456574,0.231621946,0.190882042,0.1989934,0.527222273,0.52189788
96.51078406,0.369121264,0.558701186,0.609497492,0.566895082,0.419356849,0.128244552,0.208691148,0.241216771
106.8161129,0.292497694,0.376766695,0.122570265,0.599528303,0.295268488,0.143629023,0.747998075,0.708106354
88.50101724,0.193110529,0.379370241,0.496567391,0.412960954,0.310601009,0.195163536,0.417485909,0.412347595
90.69453237,0.118554735,0.350343099,0.728858833,0.845530531,0.233050907,0.297144294,0.195751059,0.202318396
110.8346347,0.374591991,0.236106715,0.680626859,0.620023833,0.246075437,0.395374312,0.256001389,0.258774313
98.41291299,0.175458175,0.155036531,0.500085457,0.750084838,0.104455358,0.394655736,0.2391926,0.234320608
99.13887568,0.138608014,0.224180342,0.705997948,0.491382181,0.455961666,0.320904264,0.192568362,0.209903208
116.3072881,0.352835807,0.201039881,0.266459867,0.455990316,0.405028691,0.245014436,0.504402088,0.507208451
99.25943433,0.225077983,0.39545767,0.438783761,0.494943415,0.140950006,0.19232405,0.625312089,0.585558224
105.3235488,0.132504841,0.370778242,0.233498653,0.652451569,0.334773449,0.27710908,0.255095071,0.265308817
84.27177125,0.130274155,0.731310222,0.47488504,0.319777926,0.477992423,0.056066822,0.210792226,0.240516909
108.9753425,0.122214581,0.969553772,0.406897498,0.731147481,0.554741325,0.109428438,0.252595634,0.338683352
96.55793941,0.345601724,0.972481344,0.673393902,0.846765138,0.507548065,0.306028859,0.416164279,0.445896953
108.0153672,0.299188628,0.218222262,0.31842676,0.22689957,0.221038276,0.240385316,0.576688097,0.578760206
81.75973526,0.220883233,0.877513371,0.640591977,0.246288126,0.370725884,0.368252821,0.515111094,0.500950064
86.35964195,0.157230454,0.770785538,0.605161311,0.297462418,0.26197865,0.172290416,0.521638898,0.494382606
118.5135929,0.18546859,0.25364383,0.54541543,0.443022378,0.456831418,0.208580488,0.488302113,0.493719104
113.0795385,0.370100175,0.136292524,0.642322654,0.763149532,0.567697805,0.336168334,0.102968498,0.128969074
105.4114053,0.33962634,0.882118086,0.280811312,0.658368718,0.223887141,0.303520161,0.226303689,0.226845159
101.6851768,0.312152264,0.326035752,0.631172525,0.619019071,0.541317964,0.355812704,0.237552406,0.268838377
86.22223808,0.339778662,0.379768514,0.578179263,0.724332907,0.295247109,0.094989431,0.608425666,0.573758088
99.92751588,0.129280935,0.204593965,0.212630105,0.355026797,0.111385058,0.263530502,0.466705908,0.459251501
92.7411559,0.193762159,0.273512932,0.591386689,0.86907062,0.125174441,0.046300134,0.726405873,0.669955123
105.2879253,0.333742695,0.646835934,0.47813468,0.366297047,0.556541801,0.388066933,0.596523577,0.593981394
101.7193196,0.22957794,0.894456901,0.41728947,0.253574425,0.536047014,0.304979482,0.660240738,0.648551604
93.45827469,0.371091011,0.956218152,0.272149227,0.106641966,0.463069234,0.123989552,0.311160111,0.320240391
108.613058,0.272892367,0.425148264,0.166026983,0.363558859,0.131696338,0.371292704,0.68298126,0.641267515
110.6561632,0.259407479,0.889019026,0.44182857,0.723260575,0.330290087,0.397652027,0.714211962,0.610988246
93.7240984,0.160143907,0.260520471,0.205849549,0.249414527,0.509536643,0.238029553,0.548935867,0.55344109
83.45269114,0.267147409,0.867761373,0.122714443,0.483645125,0.18264239,0.327997481,0.75127526,0.648500959
110.5475034,0.116623751,0.799277368,0.16692862,0.860183236,0.588844433,0.092582135,0.161468362,0.280077542
87.66736239,0.196969166,0.776823605,0.221581638,0.786282176,0.263456635,0.157283588,0.289097817,0.284023012
85.486915,0.246271955,0.252111519,0.41257321,0.877944401,0.458284307,0.100706402,0.571974003,0.56511797
81.34995959,0.218863489,0.482989266,0.613830215,0.28457624,0.21342989,0.352939064,0.532380912,0.515974833
89.57239723,0.265233032,0.594099393,0.714108781,0.207737111,0.145333929,0.052274805,0.515095862,0.496439255
115.929396,0.300216969,0.781629281,0.4184681,0.404253596,0.476863728,0.391381242,0.73480368,0.701850977
99.23742915,0.284723841,0.997410291,0.136491919,0.487217815,0.415230815,0.362559359,0.680637535,0.625970956
86.61050209,0.220429219,0.551342461,0.7550087,0.638592267,0.23123147,0.346414119,0.221789043,0.225956088
88.59144246,0.196116043,0.676987092,0.143308973,0.667680577,0.37106594,0.320933109,0.649136749,0.598231329
102.0126371,0.304352828,0.282793043,0.367297561,0.143209007,0.341807507,0.230341105,0.629068765,0.62614278
103.217044,0.299657061,0.748735058,0.274188409,0.10205022,0.541708177,0.122838482,0.320779393,0.330305966
109.0469966,0.186891183,0.879225222,0.14126644,0.897597833,0.429136612,0.080781426,0.554009735,0.516977591
107.1483052,0.134979226,0.194597802,0.206165362,0.85463994,0.530399827,0.359163858,0.554026017,0.552729977
80.21128831,0.219007914,0.717963708,0.750570685,0.318178148,0.17825696,0.376965794,0.156233567,0.16064779
114.9875523,0.383062568,0.966043522,0.277587357,0.594284916,0.341649498,0.286568121,0.373272792,0.365433152
85.70833446,0.128766821,0.727514831,0.548905517,0.86832289,0.455846865,0.033007845,0.352325935,0.38013098
111.3886652,0.113628665,0.283343743,0.741354022,0.706744771,0.263796737,0.217527028,0.610241784,0.582313475
94.96624466,0.257325068,0.609114168,0.170690233,0.602286836,0.272400144,0.313721453,0.288843922,0.287282294
94.54550066,0.108625556,0.809833494,0.738572275,0.50892037,0.587261974,0.304899,0.236890784,0.302492148
95.6426288,0.233016575,0.155996301,0.591528696,0.699861536,0.554702065,0.297421975,0.337792809,0.352573511
80.96811944,0.212889175,0.495461459,0.490104038,0.235062254,0.26222327,0.324603075,0.605932834,0.590611098
106.2824847,0.104905486,0.49785849,0.253286106,0.248157216,0.483442684,0.197879608,0.304049075,0.315793322
