T,r,sigma,lamda,sigmaJ,muJ,Swap_Prices
1.227632533,0.398184003,0.237253831,0.528845199,0.753227609,0.802819415,0.699759673
1.174351647,0.15603645,0.60974643,0.500733837,0.188720454,0.315155147,0.441013859
1.500302615,0.202079105,0.397049042,0.718067746,0.835846504,0.640296692,0.960863478
0.515913307,0.338786129,0.426101958,0.79068077,0.119184654,0.381064515,0.307786027
1.604735652,0.494468509,0.574477123,0.176766008,0.221248275,0.125806857,0.342302023
1.246315686,0.766316424,0.134722651,0.534588803,0.684149823,0.471406968,0.379626626
1.210348052,0.472868274,0.590081312,0.290284418,0.69315922,0.81166611,0.682552682
1.601627313,0.290950014,0.113395759,0.658123861,0.111680177,0.525255249,0.204392355
1.717608193,0.30867012,0.660232007,0.369367132,0.565022281,0.154219946,0.56255785
1.26398082,0.680064658,0.705159916,0.594243815,0.617208046,0.726922552,1.03281374
0.745980094,0.195351256,0.50370547,0.624187346,0.663799159,0.270323869,0.573638122
1.002591532,0.367223737,0.33268169,0.132222285,0.55053475,0.188449801,0.156059676
1.201348954,0.163283016,0.178562213,0.536197945,0.809025452,0.833269069,0.757037796
0.692076574,0.455457363,0.717726249,0.626930976,0.448140072,0.598851966,0.866722264
1.033693044,0.776520932,0.518220331,0.138608231,0.141994902,0.250142899,0.280579559
0.511010667,0.325081754,0.635095125,0.634593596,0.497314686,0.619726711,0.807891684
0.121416995,0.547231776,0.842725467,0.597395218,0.348398632,0.211436196,0.822444971
0.52227277,0.225037735,0.499508481,0.657591558,0.804740675,0.183650762,0.690536585
1.437474631,0.404823387,0.171113045,0.520180093,0.485497803,0.770765167,0.457987218
0.340244259,0.410640213,0.604991826,0.519099424,0.526770308,0.614946957,0.710306059
1.271342572,0.288120639,0.190429602,0.143189439,0.758152778,0.112759327,0.122426933
0.112621567,0.655463354,0.748589999,0.619270332,0.777406394,0.146158318,0.941593287
0.184725783,0.338544752,0.886585112,0.419957514,0.300102265,0.17952216,0.848563503
1.300593816,0.358412869,0.1090751,0.482672287,0.409389852,0.220848177,0.11718053
0.353992201,0.756521442,0.391240316,0.712852982,0.30623462,0.336423899,0.308716264
0.225802275,0.723108315,0.838661739,0.410052665,0.835190489,0.22035367,1.038386455
0.38833548,0.746357972,0.193835367,0.662242923,0.889820178,0.150898783,0.589816886
1.911257007,0.130840845,0.263693408,0.495731738,0.733400567,0.407269511,0.423232732
1.076669229,0.248067064,0.416637217,0.582386991,0.388182384,0.694270804,0.535846839
1.064367133,0.357926138,0.803231366,0.222286105,0.313567337,0.233293652,0.679721251
0.857024035,0.106637634,0.153665242,0.657693883,0.258398023,0.181531245,0.088962403
1.174285459,0.31974787,0.102813964,0.628639196,0.16861119,0.101363981,0.035811506
0.784034654,0.619060869,0.552590268,0.466836404,0.637955245,0.628145519,0.679475488
0.710636422,0.520294374,0.193009119,0.182142945,0.890044311,0.794305499,0.302581885
1.504749334,0.755548924,0.380764579,0.575725995,0.814678826,0.490965209,0.680916734
1.890225702,0.745505358,0.769594402,0.344443177,0.613683888,0.273084128,0.746066634
1.737108604,0.388841906,0.723890702,0.245218132,0.815963088,0.585055685,0.774969528
0.131984346,0.431400359,0.467550262,0.23370594,0.66625917,0.71605079,0.447797701
1.986150266,0.149227488,0.136338194,0.160849294,0.742950695,0.888518898,0.23179448
1.996567845,0.241436839,0.152460966,0.667490203,0.388003604,0.646063282,0.401223355
0.30830281,0.617349243,0.166853918,0.256542552,0.489461252,0.452899211,0.147189914
0.852394056,0.488376669,0.821018266,0.72953846,0.374711936,0.354540322,0.873113269
1.544150815,0.240312177,0.758380928,0.293002974,0.362945178,0.254084521,0.6320369
0.595596734,0.267447456,0.270382105,0.609920317,0.657111023,0.338755317,0.40463779
0.596224223,0.424343574,0.548319623,0.526143362,0.232437718,0.643154722,0.5442093
1.113447096,0.667004535,0.877713114,0.247061687,0.894077631,0.299735535,0.997390372
0.882278605,0.78603058,0.637215915,0.394173707,0.261919067,0.764649532,0.664220675
0.676266052,0.321733636,0.401598773,0.259887405,0.114940371,0.397905949,0.206263506
1.432125858,0.361377984,0.779848029,0.321906765,0.117633698,0.882656078,0.858459003
1.558512198,0.372299575,0.797436579,0.149475925,0.811171447,0.17916089,0.739601121
0.659069223,0.732687962,0.897833515,0.681619049,0.212959867,0.162521434,0.855619674
0.670342293,0.337785299,0.13526645,0.527594532,0.849296718,0.633667609,0.638745584
0.846241738,0.247096736,0.760796154,0.428524246,0.452958266,0.266292931,0.696841816
1.619130066,0.727119562,0.81679634,0.289944926,0.41703391,0.887132697,0.949159128
0.968582246,0.577651138,0.416130788,0.315720528,0.76564345,0.481966482,0.432030233
1.127362724,0.478968972,0.308645237,0.304397067,0.337308714,0.298235068,0.157059293
1.475092173,0.259543079,0.194301796,0.117701498,0.490026352,0.55087448,0.098517618
0.78510293,0.57791984,0.747808045,0.24725721,0.218632917,0.578269942,0.653221038
0.201621587,0.20547168,0.183801658,0.465299878,0.201095076,0.52268554,0.185282042
1.093336251,0.484391334,0.656562653,0.187591579,0.451024627,0.439269484,0.504960783
1.194861022,0.153467852,0.168485753,0.438436494,0.454644764,0.837019343,0.421304461
0.995102474,0.601417013,0.670101475,0.189917127,0.528808843,0.252070299,0.51532229
1.352408161,0.273911093,0.10102181,0.565554312,0.259591703,0.464972721,0.171786127
1.779157311,0.304766346,0.553742185,0.683929519,0.804910674,0.604233676,1.00783056
1.756707999,0.179972815,0.595155726,0.329734968,0.204432889,0.538606258,0.46482049
0.399574825,0.344928046,0.265726905,0.659822953,0.160329567,0.413525877,0.197148579
1.989543384,0.350556737,0.112744921,0.34040761,0.821649333,0.792629468,0.449650897
1.885614396,0.464944414,0.384133626,0.267976846,0.537765986,0.149146951,0.23208632
1.999236637,0.515010041,0.632403706,0.705630541,0.492808892,0.116961028,0.582404393
1.655245304,0.254859,0.311606968,0.458837194,0.655840987,0.272173136,0.329427591
1.464825666,0.143442387,0.177991101,0.33281298,0.644277392,0.222893578,0.190184192
0.457501188,0.220678257,0.39244845,0.785008906,0.87951789,0.458735166,0.912571626
0.910157567,0.342580131,0.438172308,0.129608126,0.629635803,0.853250606,0.335217646
1.439109243,0.38277575,0.286415018,0.740860946,0.179771582,0.461276012,0.263537853
0.542675863,0.740562198,0.781237748,0.344028252,0.229310054,0.201251603,0.646282174
0.257721834,0.135660168,0.69068042,0.520134597,0.141449292,0.349973904,0.557652754
0.246694034,0.154549675,0.745334762,0.115455933,0.436878772,0.671726625,0.631169517
1.710503797,0.502332345,0.50228822,0.657136284,0.887975805,0.806492489,1.195300875
1.374899923,0.235946239,0.252616644,0.662382299,0.571791149,0.501769525,0.449950328
0.68392691,0.107618412,0.380004605,0.76359612,0.289001284,0.188709282,0.236406508
1.052585769,0.65330445,0.479479899,0.707578116,0.549118772,0.6400586,0.724384227
0.271079481,0.702010751,0.835779927,0.337943437,0.289678255,0.825317888,0.964557301
1.445884264,0.627394359,0.533014867,0.517014367,0.482053548,0.238730158,0.436717302
1.720976654,0.709794492,0.293888108,0.558052898,0.463887816,0.851197052,0.609756124
1.404018885,0.601686121,0.704031901,0.210591087,0.326484884,0.316952921,0.541679944
1.51243457,0.442290002,0.741286475,0.382441178,0.585697054,0.586389826,0.810460709
0.709894544,0.380876016,0.137336653,0.480358277,0.706539719,0.689930209,0.47147174
0.31613074,0.585899897,0.301097648,0.789359477,0.781306248,0.460700117,0.771025566
1.728114216,0.54813206,0.533259199,0.325421199,0.497563474,0.529930803,0.456282116
1.119966016,0.335397943,0.550176988,0.661943079,0.88206026,0.178303506,0.849694926
0.448490392,0.627282495,0.612585174,0.239070305,0.125167891,0.450094543,0.424996277
1.162878933,0.352642289,0.796542297,0.413697586,0.385760981,0.431923873,0.777684075
1.778868553,0.32834475,0.465765937,0.575423967,0.473417525,0.863337776,0.784283547
1.965757337,0.392137789,0.141066176,0.580508676,0.613134148,0.359597203,0.316997965
0.373304161,0.655926236,0.186824432,0.162710103,0.436652523,0.415385643,0.09605323
1.760784706,0.775614673,0.789179681,0.205495054,0.29845515,0.412946864,0.678971896
0.694689865,0.183137449,0.569722748,0.784002524,0.411913548,0.107072264,0.463521675
0.226808524,0.357951477,0.22390442,0.215579814,0.379193659,0.725223574,0.189209543
0.857033188,0.148975329,0.811508411,0.266048415,0.757401262,0.159545492,0.820439344
1.160474526,0.632811819,0.585936549,0.312622621,0.767931845,0.289402588,0.554651441
0.237421659,0.299588202,0.82224602,0.585308106,0.58921957,0.114437208,0.901281357
1.35251622,0.786167808,0.826099104,0.585339527,0.232481235,0.213814815,0.74328666
1.828249816,0.565981373,0.401780684,0.686863209,0.492258918,0.444818858,0.468316165
0.758712168,0.621608553,0.329077895,0.797800645,0.473171955,0.663272221,0.633382295
0.601180566,0.787990225,0.300700851,0.67574713,0.583519681,0.103044577,0.337250061
1.938435481,0.685854002,0.650789148,0.263455332,0.776255942,0.302249441,0.605083454
0.492330509,0.633908963,0.583195886,0.346423314,0.59080012,0.244655983,0.482325927
0.759145614,0.358380997,0.697302696,0.600813257,0.5080992,0.804308591,1.034711659
0.48996593,0.263214961,0.851854056,0.41537365,0.321262647,0.887617717,1.10527437
1.763466056,0.637633927,0.356838411,0.177113961,0.29553004,0.753632194,0.245112335
0.632275595,0.170392074,0.500362274,0.370994771,0.314203984,0.881460861,0.586387025
1.508159325,0.173829051,0.563467141,0.209525002,0.154164529,0.713398987,0.430737201
0.307429502,0.464014915,0.425514647,0.493213105,0.718101457,0.614612188,0.622426546
0.400073659,0.778826953,0.530721283,0.774325776,0.355301188,0.220538875,0.420155758
1.786142354,0.678110464,0.60067777,0.615786688,0.706602229,0.597546791,0.884305573
1.350562749,0.310595991,0.778593771,0.58738535,0.705351692,0.858740033,1.32026473
0.732316592,0.265343746,0.714245689,0.164512761,0.214269109,0.515503579,0.561044603
1.274621528,0.233282976,0.828455358,0.265416214,0.228550283,0.467245927,0.758111843
1.895778827,0.427336,0.282397441,0.627724148,0.462703001,0.650480044,0.479818149
0.737838545,0.295080249,0.84155198,0.739748089,0.776043995,0.362418981,1.252579392
1.205337623,0.742738121,0.536490234,0.553820463,0.633664943,0.344459094,0.571278354
0.436221595,0.654306821,0.386482155,0.101561302,0.246275054,0.658995213,0.202244176
0.319557056,0.439713748,0.782451515,0.42030938,0.569135097,0.7218455,0.990349365
0.488440909,0.678747705,0.342079636,0.659473507,0.612856884,0.395318511,0.474639722
0.781140214,0.622268123,0.530923727,0.608124509,0.726354477,0.561294824,0.790659763
0.604230815,0.637573807,0.119595945,0.310245518,0.254747665,0.878477823,0.270989038
0.68932646,0.534514058,0.199781842,0.764498663,0.338435397,0.356182994,0.227475425
1.597982536,0.452989533,0.493831573,0.608427324,0.567209886,0.717870376,0.748043188
1.408825431,0.433765619,0.179127176,0.74313648,0.710024672,0.850656937,0.934908538
0.523979901,0.490619371,0.122424223,0.340606465,0.339972489,0.397450876,0.109055742
0.110051434,0.36958402,0.803157633,0.141957749,0.587941195,0.324248346,0.721475122
1.778643912,0.624094597,0.541938421,0.176299421,0.181468329,0.460686231,0.336755554
0.690504084,0.42004188,0.705107359,0.146787248,0.721288196,0.69567266,0.647698977
0.242775284,0.613100357,0.528566508,0.437641083,0.239983704,0.161945414,0.318784702
1.340275113,0.422334109,0.11185347,0.416050356,0.62887193,0.403253111,0.248826092
0.254942553,0.61277819,0.111782006,0.117680098,0.486115728,0.283254056,0.046592403
1.772639314,0.492621453,0.851830585,0.428798741,0.582999022,0.294030506,0.909511431
1.021899898,0.368695735,0.875566532,0.122574141,0.472886463,0.534307673,0.829141341
1.33926473,0.337974304,0.48458409,0.247062189,0.25496516,0.396655276,0.290337512
1.220491991,0.738201216,0.427300087,0.721603526,0.284904149,0.269135025,0.292080054
0.676055923,0.155848084,0.232491746,0.499152513,0.50602207,0.210405032,0.202693981
0.701230666,0.47974932,0.731452302,0.159798096,0.720438519,0.222237465,0.637033457
1.031058189,0.101759686,0.621304454,0.48919981,0.298865758,0.328806658,0.482415213
1.173869989,0.799628144,0.714038438,0.270498517,0.625560178,0.252951278,0.637119576
1.475601106,0.479190013,0.368787801,0.376584046,0.272573068,0.118377174,0.169786082
1.857204375,0.452851616,0.76205264,0.369507985,0.675386448,0.164434331,0.75940518
0.857536117,0.385350303,0.884522812,0.787728307,0.362694032,0.339455654,0.974021723
1.692787255,0.663599824,0.455004177,0.222232629,0.828127203,0.15125703,0.368734402
0.924599231,0.789086706,0.209707873,0.115579876,0.253881418,0.613267055,0.09531225
0.215398368,0.596158116,0.441927231,0.163063645,0.257799375,0.601335168,0.25935957
0.334119453,0.27694706,0.741470319,0.714455445,0.648406888,0.470301821,1.012472788
0.576066257,0.462588765,0.832807655,0.365891181,0.751483694,0.211819297,0.925592735
1.897817215,0.683231209,0.260885513,0.79396706,0.36701804,0.671218621,0.540932399
1.957928239,0.491404798,0.520579822,0.616045003,0.58753041,0.36752514,0.566032553
1.972333966,0.507272649,0.87593022,0.647177446,0.503920637,0.417848472,1.044826808
1.633675303,0.56315816,0.599370674,0.512548952,0.479740055,0.763405707,0.776957167
0.53893666,0.687328406,0.665607349,0.550823347,0.709861371,0.86635644,1.12823067
0.451320296,0.577925972,0.246067011,0.105386552,0.550815398,0.368278967,0.111647106
0.831436569,0.296090695,0.657969043,0.174388854,0.191039925,0.628144026,0.509051942
0.685689181,0.529604393,0.344181992,0.426419603,0.379643107,0.304510849,0.219897353
0.693841801,0.232066114,0.679570225,0.496590575,0.128444409,0.252946011,0.504257148
0.35359166,0.294713223,0.456584827,0.158620972,0.63980292,0.313254875,0.29151245
0.961008187,0.679108593,0.53125367,0.197824586,0.739849933,0.523801039,0.44479869
0.949108813,0.538197457,0.832058318,0.204602444,0.784551621,0.782171994,0.938034339
1.436863619,0.288672988,0.237576604,0.232013451,0.145711627,0.434131422,0.104792286
1.897682553,0.162974458,0.388556389,0.6357351,0.411298,0.890054109,0.755826572
1.835229505,0.141672232,0.188826214,0.704331988,0.523251098,0.226600609,0.268370587
1.165016437,0.214079107,0.406245749,0.180709909,0.160410262,0.402768256,0.198455961
0.612620627,0.263011036,0.713935893,0.533107275,0.73640357,0.333306879,0.854958232
0.64459645,0.298433533,0.72388767,0.536860608,0.740873394,0.840131923,1.200520357
1.859414756,0.584117185,0.397790977,0.161013888,0.449266811,0.635838452,0.257927588
