S0,T,K,r,sigma,Swap_Prices
91.3874762621733,0.23966829681054988,0.23966829681054988,0.5919622968988989,0.125658766995453,0.015868677598700743
87.20763807237088,0.9481147268114735,0.9481147268114735,0.26815414892178746,0.1731684777395215,0.030083964511011398
107.22792376518998,0.9913090457043128,0.9913090457043128,0.29992608555944533,0.35561588049163706,0.1269411814932693
93.18271994421315,0.8931440478626274,0.8931440478626274,0.6252207656017338,0.5595051918503927,0.3130738444097247
96.4614182841309,0.7382923846160937,0.7382923846160937,0.5652939261944229,0.715783617246282,0.5119292620797562
98.13566821301173,0.35581951507726517,0.35581951507726517,0.12383700689044237,0.13120972949864068,0.017356645596912367
87.9838236169735,0.12924439822750652,0.12924439822750652,0.5837107298702169,0.7251747430539212,0.5354117215949471
87.69321235575946,0.8067782404422279,0.8067782404422279,0.6878336125148063,0.6903535566722568,0.47743303184352964
90.58831311397839,0.6416732693722457,0.6416732693722457,0.5928295253033594,0.3419485610507602,0.11745377418364908
99.77249403741439,0.8992311049355485,0.8992311049355485,0.2804579602445889,0.7346142500856878,0.5410472190410575
80.47132322316904,0.6103411337859042,0.6103411337859042,0.4207937510776856,0.7040600848082283,0.49868498548930745
113.43307226496725,0.5192583928984449,0.5192583928984449,0.3886819750575634,0.25410957528669603,0.0651288425324102
92.44635737469869,0.9045872365322383,0.9045872365322383,0.7967856848626033,0.6727646868207542,0.4544826774829672
91.1223593574049,0.47086713279762193,0.47086713279762193,0.35307991037747744,0.30205549506793694,0.09177240182482008
103.7816322994349,0.7187422777756829,0.7187422777756829,0.552177536464559,0.7637746831139923,0.5832817867381969
110.01756590069864,0.854180056782662,0.854180056782662,0.6659903713752385,0.12655629584568193,0.016040934823411936
97.89302980444387,0.5636090509165503,0.5636090509165503,0.20917787895249762,0.4987527777157649,0.24877740366680587
86.18753542265806,0.9022758784706149,0.9022758784706149,0.5490568869412659,0.13299201772437128,0.017714300502297928
117.2814126950003,0.3783638650184158,0.3783638650184158,0.43777170402568866,0.5119562482689519,0.26308075757134664
104.6925206627734,0.7137948160685332,0.7137948160685332,0.5052676004192402,0.7976854056985699,0.6394182885822743
84.54997630660996,0.681078723789809,0.681078723789809,0.12672438714676348,0.6823159900825699,0.4668058592775542
100.32163781156214,0.5245749158932096,0.5245749158932096,0.5233219608529813,0.6504737607271764,0.424253283094201
90.55480785739782,0.10795904137240958,0.10795904137240958,0.6121485019577636,0.659895618873077,0.43745594931745874
89.41101914341333,0.818755523999896,0.818755523999896,0.4339478115136737,0.761783137163648,0.5818205537283108
80.49123487485079,0.94568083527717,0.94568083527717,0.11380503931135977,0.408075067805416,0.16682244434921542
105.17517996953993,0.9971027500092322,0.9971027500092322,0.4786446111053413,0.1636665805114854,0.026815136858098457
105.84415485999912,0.9556464018696108,0.9556464018696108,0.5624247947509453,0.47489517404528214,0.22647417101119607
115.18858651239368,0.10528568820420538,0.10528568820420538,0.12093081621447868,0.5849476746447638,0.34866884729893916
97.8568503862951,0.3677705418016566,0.3677705418016566,0.6021730018820297,0.3677523835309271,0.1362965386456019
97.31716666305331,0.3374044991823304,0.3374044991823304,0.768327986192536,0.28441922179966217,0.08081274933485257
92.25611233022747,0.5354567629506194,0.5354567629506194,0.7683656949769967,0.25318823395111234,0.06454332208692827
103.59875256819662,0.13431085708914342,0.13431085708914342,0.6292394700996868,0.13177832999501038,0.01780551666281182
108.71552457255294,0.895737633169451,0.895737633169451,0.6683041473241698,0.24092370618048647,0.05824927873911171
106.73257941055516,0.21902810953417284,0.21902810953417284,0.24668175044188098,0.19076444970559722,0.03653337846540646
85.03584390166402,0.9101694994714471,0.9101694994714471,0.14496616322039477,0.29161798618958384,0.08516374968089396
114.11883192765175,0.9178073920476232,0.9178073920476232,0.2505086367533059,0.7683493081844677,0.5909480825778445
107.93063861342866,0.8207962272094748,0.8207962272094748,0.4680091484975176,0.6705877510900686,0.4512925844189238
81.02150448939496,0.15981292636689207,0.15981292636689207,0.2941558553929363,0.19198271937785627,0.037168290361722645
103.81450141781946,0.7524159782974619,0.7524159782974619,0.15208529316728797,0.6569326770470619,0.43299516477173894
104.82813689393363,0.7475867167817367,0.7475867167817367,0.46915617408572274,0.7491230188355721,0.5618021496804492
105.44406667746556,0.14652464856446237,0.14652464856446237,0.20343449749038028,0.6418200708565671,0.42247049504456324
83.05080852927719,0.1707584040093464,0.1707584040093464,0.29964407314653796,0.3514232206756992,0.12375601246004894
117.7207894830053,0.3149618517673608,0.3149618517673608,0.7415223913793549,0.6532998804507649,0.4291637305574118
118.71542752819393,0.5480717863851272,0.5480717863851272,0.6190059295356206,0.14881935542678232,0.022160188687872603
112.49761607330922,0.2950985882454196,0.2950985882454196,0.5972188165111821,0.30725194241755127,0.09483714209142792
111.90059752208774,0.4188353190722004,0.4188353190722004,0.28449218455809655,0.15090127197577827,0.02287514739752112
91.08929422207595,0.5343223042108752,0.5343223042108752,0.7588581336377008,0.739510991315422,0.5496533192430174
104.0119457315863,0.9319451513105929,0.9319451513105929,0.1385624880170847,0.5502288566367546,0.30364694469380754
97.05838339455674,0.24207191506243023,0.24207191506243023,0.24433272767344133,0.29893708414304865,0.08952066297105592
81.98056409943821,0.8874293294313923,0.8874293294313923,0.7361930174497948,0.1266089879301494,0.01606613561462921
115.9603259649592,0.8250815131088289,0.8250815131088289,0.7674423920188814,0.2568274702018615,0.06632660738568943
82.69633140793044,0.8147435310121953,0.8147435310121953,0.28987197734434367,0.5426334167110398,0.2948350380678946
103.96449121489647,0.7119100204285048,0.7119100204285048,0.643473497110551,0.4005541982140267,0.1608925937711749
108.34691427784742,0.6720189671429594,0.6720189671429594,0.6485760539793163,0.5052285264959249,0.2558597251995443
94.61150238080461,0.40703628729389574,0.40703628729389574,0.4596537410788578,0.5553285070196635,0.31030852738952336
100.03210435931294,0.9639144963852952,0.9639144963852952,0.5105327138684954,0.3957891254694661,0.15719241804868292
93.57563128981633,0.749224240157787,0.749224240157787,0.16417407368044,0.694704663938579,0.4846126855075176
119.80170456497592,0.4031095362328737,0.4031095362328737,0.2634012146367495,0.48790690510642887,0.23921019023926215
119.47309187015281,0.5896525174067437,0.5896525174067437,0.6586244877701344,0.1446364255258508,0.020993579724885216
108.17073019392777,0.7316593454869796,0.7316593454869796,0.2680603174610636,0.5200051226953708,0.27095936004091653
85.64939505979464,0.3396828539036127,0.3396828539036127,0.20613833048974295,0.3414737200443366,0.11746073339708571
100.1730814203859,0.40022183788770893,0.40022183788770893,0.36021043006589903,0.4328902405434205,0.18886571063143523
116.9239806100428,0.3033810376079708,0.3033810376079708,0.4464711802924617,0.7966308468792026,0.6379469388376221
103.20255411929173,0.691549777182525,0.691549777182525,0.25086668289198866,0.5119717379190215,0.26268090783617043
119.0371839191931,0.7288643118193148,0.7288643118193148,0.4180122376036326,0.7602501898721867,0.5801129617025351
96.28003869145316,0.5823911405277279,0.5823911405277279,0.3647557027363393,0.6170478983095142,0.3825729317914808
87.85029891195236,0.7110139971584636,0.7110139971584636,0.5656662365435122,0.6289585033727679,0.39634819891604073
111.11175736028845,0.5934288244826931,0.5934288244826931,0.2581003487824895,0.5015015676490794,0.2525310835791865
115.17231711475232,0.6443293508727358,0.6443293508727358,0.1106122436665394,0.5030845290835337,0.25362381189006966
82.82824575010895,0.342184921676013,0.342184921676013,0.5101244711374607,0.6164662864795694,0.38076815319293517
97.92993017826812,0.8411603864425428,0.8411603864425428,0.3100343435067066,0.6304137119332702,0.39937790039115206
106.20381981346212,0.10785412386788774,0.10785412386788774,0.14088462663729148,0.6588074811890906,0.4373319485198229
101.27418610542418,0.22702049929136256,0.22702049929136256,0.7014947821513224,0.7711673522498512,0.5972748992181057
109.24861583702256,0.938008897125527,0.938008897125527,0.5183283393910393,0.24736478310981758,0.06131502061758386
98.95373802902046,0.6729219560896046,0.6729219560896046,0.5527930693132935,0.15802645614757216,0.025089529253529953
86.22077277462496,0.9713804386021593,0.9713804386021593,0.5415130839754803,0.5097888505783403,0.26066875306030834
87.53849072973367,0.5087757095343046,0.5087757095343046,0.3533713619915728,0.3570899119645352,0.12768683693706903
113.06716397398517,0.5919362192286425,0.5919362192286425,0.18130650971807813,0.795871834163718,0.6342234750312534
87.31511569121427,0.7077233055817364,0.7077233055817364,0.7155409673085217,0.40884839877143675,0.1675139053563206
80.30229020385154,0.15248755642975492,0.15248755642975492,0.20343136960086378,0.5620000740722265,0.3189117501951567
119.64352191029526,0.3228477461132348,0.3228477461132348,0.7113511479281047,0.5089988488179181,0.2599301642554595
109.2939095676197,0.6181198134224912,0.6181198134224912,0.14333678184593998,0.6271948034206205,0.3957371948583639
89.4288171602594,0.34305630683307664,0.34305630683307664,0.732766783035052,0.18094451870034384,0.032903581493428216
82.56384619626091,0.30001290660371305,0.30001290660371305,0.13270659756985134,0.5492816981269791,0.3046872218606786
82.87616632038247,0.5145237964856673,0.5145237964856673,0.7230748590079621,0.3137163423484509,0.09899263613278808
115.34777840778413,0.4568364427937185,0.4568364427937185,0.2985231079715618,0.720692027581269,0.5193403515968347
111.29037802537012,0.20670107785170266,0.20670107785170266,0.43731573516438027,0.5461803921367946,0.2997230192588845
95.0140657904952,0.5576354916370497,0.5576354916370497,0.7358136610649059,0.7384848912820413,0.5474712740558192
98.02518497475812,0.31763769595787883,0.31763769595787883,0.6416878207066458,0.5104123163857803,0.2602029602234191
117.65989103720564,0.11924982762034916,0.11924982762034916,0.3144444206001433,0.7982038963959744,0.6391653599989963
116.38848439145701,0.8433750666791131,0.8433750666791131,0.2755934659027245,0.41188622942547637,0.17016168929791048
102.80510458630317,0.694392929061528,0.694392929061528,0.44119243329919233,0.7306647518125066,0.5369267912342045
104.11243356774017,0.3919741022920823,0.3919741022920823,0.22330493325452183,0.3038530094392351,0.09278498535072324
107.99236727807563,0.30258489404211797,0.30258489404211797,0.5434599313482433,0.7913202766763323,0.6270277102426297
95.88123819321211,0.6840134999275203,0.6840134999275203,0.383652651146312,0.6812740893472102,0.4654874627672361
113.89973322902577,0.980910467258298,0.980910467258298,0.12318476269054698,0.30134492695558085,0.09083516128036516
81.83690055908431,0.7373356401805298,0.7373356401805298,0.5438991002149514,0.3771529429942634,0.14288393980036615
107.04740337341289,0.9876385836777235,0.9876385836777235,0.6025974946038924,0.33987167357122017,0.11608009059476422
100.27955244496695,0.5416558027015798,0.5416558027015798,0.5571377787256359,0.7926140435839621,0.6308718121487258
89.0603915933819,0.2543298005312253,0.2543298005312253,0.5097546091899201,0.22674933092535446,0.05150859491778565
95.74626516721194,0.9690703366762731,0.9690703366762731,0.43550122490298093,0.6619315233308267,0.43856859012740124
111.90103329410293,0.9229234561814069,0.9229234561814069,0.15439700445956564,0.18531681823363183,0.03439979458456312
107.39137252117112,0.9177919237344792,0.9177919237344792,0.4736282223264462,0.7950668237006555,0.6324655321627389
80.34998009395035,0.7823633895910126,0.7823633895910126,0.7298513646707727,0.7250783804358261,0.525925931406573
108.66184543465931,0.71477694565268,0.71477694565268,0.718128015443181,0.6011615985840337,0.3613861935861947
92.54843290596524,0.31960993411030497,0.31960993411030497,0.3034830278354014,0.17359870423499402,0.030316553464847868
86.17769308352997,0.76117837470945,0.76117837470945,0.12116973655210754,0.16723845284763839,0.028073833264259468
98.12242880082839,0.42359216062026306,0.42359216062026306,0.5311601066245614,0.37880777002220556,0.14456606498361402
109.04793419746451,0.926504046628279,0.926504046628279,0.7335469184211757,0.7457855834546028,0.5566559633816154
100.2526667230631,0.48345577482574853,0.48345577482574853,0.46711547485785276,0.5449916173788728,0.29921193163104054
93.73454588184478,0.18017259271248592,0.18017259271248592,0.7126308719406553,0.7925592238118653,0.6341799687844969
110.38011432834972,0.581011510546391,0.581011510546391,0.17998842039506668,0.2992767335363786,0.08974047673533792
90.17690252926323,0.9515144380954303,0.9515144380954303,0.1818014497091901,0.19066620015277536,0.03648183340127954
83.01902806900607,0.618697567926344,0.618697567926344,0.5422360533435593,0.5167771745204067,0.26886785392093404
114.37094824646329,0.9985823279412421,0.9985823279412421,0.42691793321104743,0.12000100477986142,0.01441988355927976
108.6587407435206,0.7082290718607229,0.7082290718607229,0.7536748318533633,0.3643681282634498,0.13308107741415257
115.32663767681831,0.6727176724567109,0.6727176724567109,0.16500337734196888,0.17995039374152672,0.032476971097070796
88.49307380719833,0.14654635775919775,0.14654635775919775,0.6395001043913546,0.595170985859483,0.3633871291563774
87.98504933328458,0.5870517580743677,0.5870517580743677,0.5637972997267806,0.6126984727251723,0.3778611480181893
112.36747400487175,0.7903343761762261,0.7903343761762261,0.6522865490420139,0.4422416075390513,0.19573306130847062
114.68144967195323,0.532564034833689,0.532564034833689,0.7515876645499284,0.4409837950072606,0.19515342363387614
80.13578622806452,0.3120650191450275,0.3120650191450275,0.15466580043099004,0.49448420128562676,0.24654696975427914
101.30391976568318,0.4735735226580743,0.4735735226580743,0.7315824997237036,0.6080102998575139,0.3710453207868915
93.47349827894814,0.9926102182473548,0.9926102182473548,0.14010851699508703,0.5276269791727847,0.27854467373109687
110.94626991247631,0.3582543384999417,0.3582543384999417,0.5349496428344416,0.5216301361449043,0.2728413114751582
110.01134749421814,0.3518374582125968,0.3518374582125968,0.5190253241663915,0.7163214958091383,0.517112885763555
80.14988713577176,0.34677367638291823,0.34677367638291823,0.1122403455259525,0.17087041781536283,0.029282498038570907
100.49229479342986,0.7645449679471737,0.7645449679471737,0.6660128681003914,0.421449457222004,0.1784982970178052
106.20787988583359,0.572168721692285,0.572168721692285,0.2368393014868905,0.3356105716534448,0.11266603787501146
96.87471511783978,0.4340866683010616,0.4340866683010616,0.37197804160109926,0.7274849676379861,0.5315412886862969
114.25151776717226,0.22992718399959944,0.22992718399959944,0.2612099861022955,0.20722651482712623,0.04359021333559509
96.1298390256207,0.5877791046642334,0.5877791046642334,0.49393043551401117,0.402823429182541,0.16257800850601212
89.3383318165942,0.8025652597052454,0.8025652597052454,0.25446241268628667,0.4408453426919179,0.19455055442369995
83.6816967894552,0.894946089683583,0.894946089683583,0.4423955390883624,0.7053965867985281,0.4992617741743714
85.77882355005039,0.8831908981931188,0.8831908981931188,0.7094696452845775,0.10230855966582687,0.010497972827197052
106.25768222639354,0.2955871492227772,0.2955871492227772,0.584475853242839,0.6280435980404414,0.3970007204770636
84.26474081413924,0.2553310181973157,0.2553310181973157,0.5773920340742682,0.14324049050398635,0.020583263592070175
99.38565610204792,0.717052806361608,0.717052806361608,0.7287095520787413,0.5112082020276358,0.26221025959261607
83.03522782892693,0.5825379139074817,0.5825379139074817,0.11123677739318166,0.6964117300403734,0.48751805613141985
116.09560401134952,0.13561548832002354,0.13561548832002354,0.5552840970011239,0.37711288733830917,0.14303036419901594
119.22291813285557,0.7494686190268933,0.7494686190268933,0.11086623673762581,0.6851036654194553,0.4715759859757045
99.21013228492826,0.7239483405778276,0.7239483405778276,0.29998450400699406,0.20252332619949448,0.041152238815912484
100.44929410726404,0.690629076777809,0.690629076777809,0.6296739110077358,0.2825979740099049,0.07988757177174961
117.6376669798343,0.928723311854493,0.928723311854493,0.6258341914145439,0.19568250944183524,0.03828821445101641
99.4176830083474,0.4355747415969874,0.4355747415969874,0.2861082721015228,0.739418663660552,0.5500055644579317
115.90951860148783,0.5551288744285765,0.5551288744285765,0.2017262552365069,0.4028194370983712,0.16315473670884434
116.8427147046305,0.5038534750354912,0.5038534750354912,0.12563746062462916,0.42641096164340697,0.18331870923644142
99.08910274814554,0.3294704798158852,0.3294704798158852,0.6000159230844709,0.2136328939708283,0.04580226111547266
108.5556981791162,0.9395547744658188,0.9395547744658188,0.655620710238565,0.5695925218432036,0.32546248002925215
109.63312869584655,0.6081605647862608,0.6081605647862608,0.3224641526493532,0.2193272361289174,0.04818997559277441
88.6086759018082,0.8597794000947886,0.8597794000947886,0.1308352059797966,0.653814626797918,0.428905136074417
81.79062154017389,0.3821231634687261,0.3821231634687261,0.5269929594596631,0.180862735039219,0.03278343553656967
96.66882089301433,0.40832705746194475,0.40832705746194475,0.6486740336606709,0.6136814701148329,0.3793148856613578
85.40467945539213,0.5511521630281366,0.5511521630281366,0.16280454724935522,0.6609497965581403,0.44013611252798973
95.78887468803367,0.8046384510232926,0.8046384510232926,0.5902728605925172,0.3373163189842534,0.11425217933951957
89.61131629455237,0.7923469847817909,0.7923469847817909,0.6630325584365824,0.7845365358761359,0.6173404332079477
118.58360376028952,0.4110590360726495,0.4110590360726495,0.4736241886143081,0.4541329101969914,0.20748567019952502
110.13473453564578,0.7610789841998963,0.7610789841998963,0.10687681772089351,0.5591405931288622,0.3133548059176516
94.29430470732754,0.8037902680085565,0.8037902680085565,0.7529017192670809,0.46142905020102887,0.21355043866270607
117.43018123904919,0.9016069901398016,0.9016069901398016,0.17972433323047637,0.4895411963387052,0.2399273256060696
117.8022152021623,0.1873668805765697,0.1873668805765697,0.699481086067197,0.737029928396092,0.5463793383737436
100.69352132296024,0.4539520173258529,0.4539520173258529,0.5458993280909773,0.7114397070387114,0.508003409441716
81.2472406968211,0.18959358924049363,0.18959358924049363,0.3943482544311828,0.404010039932301,0.16546792448327666
96.93158729932912,0.7372048078335387,0.7372048078335387,0.5081618150211212,0.796600234975541,0.6374940441034369
86.01048061025433,0.32366484190967953,0.32366484190967953,0.7065187996199083,0.5253271064286279,0.2782005240554859
84.05323072494237,0.17093586586663398,0.17093586586663398,0.5225896020640505,0.3163146052739142,0.10020769790094516
104.26171122138476,0.8319005895603484,0.8319005895603484,0.557387887943509,0.6333957076249301,0.4021814508142612
103.16830773219934,0.9193854561747647,0.9193854561747647,0.20648330256207742,0.2169163012719384,0.04722109143019943
97.8433767364127,0.4554627861238526,0.4554627861238526,0.7886819080519548,0.7682608432167475,0.5941284362287529
96.75713475846734,0.44506786253182806,0.44506786253182806,0.24609588638550178,0.24781063351215063,0.061448061141880964
