T,v0,alpha,S0,rho,beta,Swap_Prices
0.676128692,0.370836646,0.323129304,91.5675185,-0.232736049,0.422908649,0.027509291
0.811871191,0.280456897,0.529069013,106.9106055,-0.657595168,0.659558529,0.058368356
0.448864133,0.278374698,0.312836167,118.9019603,-0.744758565,0.649481753,0.052258202
0.487640691,0.146587555,0.543175897,112.5855199,-0.347036294,0.544221834,0.017242315
0.260261083,0.207387223,0.559969676,117.6629763,-0.385389415,0.421406866,0.013233219
0.211034216,0.22680669,0.767106806,109.6611886,-0.271676419,0.626874544,0.039561973
0.764895803,0.135578944,0.552373032,94.78226079,0.636155039,0.284263727,0.005324847
0.607555528,0.348981555,0.586088376,103.4099994,-0.108332857,0.450673417,0.027693653
0.728292071,0.359475305,0.62456858,89.59682466,0.397964112,0.87297088,0.206967931
0.929642292,0.275201201,0.520146397,119.9845328,-0.334228808,0.151763427,0.004841844
0.954171128,0.393353282,0.207383163,114.699688,0.218181933,0.679234744,0.086082038
0.488680326,0.257156743,0.44280094,95.82744249,0.824453079,0.10854835,0.004437243
0.846563793,0.368615546,0.769941845,119.111636,0.885453135,0.211599429,0.008800255
0.985468187,0.163344535,0.204324196,118.4315367,-0.109798842,0.886259834,0.095302671
0.252199177,0.381231885,0.294855033,98.83372055,0.764394902,0.150843691,0.007725372
0.368309486,0.344415518,0.685161951,93.9045282,-0.294037732,0.55070816,0.045352335
0.926571467,0.300268862,0.441190021,87.58189774,-0.204314898,0.843107844,0.151619144
0.398222791,0.299661737,0.75760545,83.12619379,-0.77337149,0.468083792,0.029037099
0.98516065,0.182808577,0.540776498,108.6834004,0.648109358,0.14400066,0.003379908
0.138348442,0.348752556,0.261111517,100.1008047,0.844438073,0.799358764,0.139180529
0.121312386,0.236314304,0.314099677,86.71054794,0.805146364,0.437924142,0.019239417
0.615715072,0.274734647,0.705005013,80.18452916,0.329815745,0.62314508,0.053863493
0.140726048,0.251475025,0.171261574,97.37563803,0.090175413,0.867119302,0.136859656
0.624617345,0.349228503,0.173172437,80.12419413,-0.670398912,0.105360616,0.006928115
0.212431521,0.387616032,0.355868732,80.63964198,0.468680621,0.604486923,0.068275505
0.302774723,0.358839755,0.623705752,80.10994809,0.018245618,0.542979089,0.048935362
0.30723735,0.356683053,0.492273276,118.2168586,0.714967466,0.171214211,0.006865286
0.16734144,0.388775257,0.292837093,109.1806985,-0.434046107,0.362254409,0.019454211
0.316618856,0.324320579,0.481527772,103.8573369,-0.541365147,0.473039831,0.028391759
0.347640302,0.273555571,0.156762004,119.6464828,0.385178369,0.628042763,0.046168996
0.325586817,0.15284291,0.193994882,95.54891595,0.157257643,0.360410607,0.008258598
0.704041599,0.215746863,0.352317582,111.515394,0.636697776,0.783377018,0.078020476
0.761125686,0.369417219,0.599796436,93.92753495,-0.365942858,0.567927221,0.053231063
0.315003658,0.256384561,0.213101432,110.7981956,0.84387454,0.477416659,0.021916721
0.975938956,0.254416364,0.436117364,88.0035099,-0.759678687,0.340097982,0.013463395
0.641466208,0.182076219,0.722239502,99.86042658,0.49351019,0.549886013,0.023433789
0.169614999,0.149641014,0.468360134,83.44965993,0.401578728,0.222350391,0.004824869
0.837609295,0.176188775,0.13895961,89.32223664,-0.265292284,0.894051992,0.109604912
0.353001861,0.376624396,0.392101203,104.0641047,-0.512126738,0.10643863,0.005981304
0.453537989,0.367234933,0.333104689,97.95821097,-0.765791485,0.783481723,0.136907427
0.733097905,0.269474582,0.130380934,110.9671415,0.298765935,0.719308879,0.072031335
0.944732473,0.143455037,0.122553742,107.3652489,0.746478798,0.707293831,0.036514563
0.904919286,0.211442701,0.243263641,80.22866961,0.142404949,0.160320451,0.005342854
0.264407182,0.2161056,0.170799274,99.44675995,-0.509757503,0.359688281,0.011371861
0.621076784,0.28872584,0.464033422,93.77916118,-0.89416879,0.263039052,0.010269496
0.900474393,0.311676968,0.280661971,82.26541068,0.834234856,0.820191159,0.141513141
0.574692295,0.266894285,0.329284053,103.5128711,0.794476345,0.663013014,0.056173197
0.903912372,0.122665651,0.616984296,104.7708173,-0.495287111,0.778835789,0.045048225
0.215779354,0.375444,0.55924715,105.2666587,0.766711464,0.728021481,0.106050562
0.405651044,0.371558508,0.537726052,108.5439853,-0.749617428,0.381279774,0.020611129
0.931351785,0.307274993,0.731965242,91.29165465,0.530420625,0.372760008,0.018804477
0.17246084,0.311297935,0.497574185,108.3629996,0.037852776,0.817506003,0.132728382
0.914712342,0.339227853,0.244141834,93.04526831,-0.617964614,0.527028951,0.040110073
0.32695101,0.290128514,0.164940411,86.6216361,-0.303336825,0.234332151,0.009528055
0.405141293,0.355316283,0.683098836,107.6430172,-0.813096046,0.139544127,0.006441292
0.950052632,0.275985243,0.240241614,92.61811628,0.341465297,0.524133029,0.032077651
0.411359601,0.334975273,0.125224293,99.58170006,-0.613569546,0.798565445,0.132920114
0.518879504,0.233035594,0.560355786,87.86771794,-0.669803027,0.401175117,0.016214884
0.732362964,0.210570027,0.477628065,118.1626446,0.077339479,0.839901678,0.099444188
0.255080775,0.309015532,0.324483375,97.62000495,0.87966739,0.380452406,0.018105888
0.237834542,0.316861698,0.604786707,80.64996683,-0.449359157,0.526611584,0.040115655
0.456735682,0.229245109,0.293601403,112.9788391,-0.560179997,0.241433456,0.006361077
0.65513827,0.234818264,0.336557898,102.8688961,0.629657915,0.257989488,0.007591562
0.847676993,0.384530166,0.572317995,81.25405179,0.299906211,0.171751153,0.010297498
0.788326092,0.234088806,0.354186098,88.65322454,-0.544321115,0.730807851,0.070845943
0.876811372,0.221086503,0.475380646,81.65549089,-0.464978411,0.334418685,0.012017398
0.547087451,0.281749623,0.367841193,89.60689877,-0.488740373,0.473850952,0.026717101
0.572122396,0.29701568,0.734223029,106.5940237,-0.725244191,0.606259566,0.048670264
0.427791964,0.197687513,0.229480746,94.48154451,-0.771627029,0.676078606,0.045460222
0.28762009,0.231733581,0.609598272,88.04660403,-0.556155235,0.86576677,0.128524844
0.652361389,0.14600307,0.176094816,85.18888204,-0.893962173,0.407346312,0.01050039
0.287172794,0.182459199,0.726549366,117.0530617,-0.719590565,0.880023311,0.104412878
0.245850565,0.194395347,0.659598912,90.9643409,-0.8020013,0.655962409,0.041788823
0.679706581,0.185441042,0.361558843,118.0788616,-0.021582023,0.491368132,0.016456279
0.863880998,0.116241572,0.73481151,90.1999168,0.6340194,0.318947983,0.005612837
0.791445422,0.352178549,0.771772838,82.74250636,-0.569985132,0.79122521,0.146873565
0.205245289,0.331522939,0.445309045,82.87651904,0.347580032,0.602098709,0.057394134
0.299269458,0.28146705,0.687382223,94.56686138,0.822928728,0.337710762,0.014018291
0.920333607,0.315760834,0.728603383,101.2458305,-0.562561724,0.728953023,0.094624234
0.860257551,0.134157996,0.557635935,95.74612786,0.860152404,0.214205891,0.003816935
0.133137229,0.159989353,0.569044524,88.46300225,-0.469342842,0.891752098,0.099041075
0.713826915,0.375286332,0.463142969,114.6212658,-0.704279667,0.527517555,0.040619452
0.678580466,0.347063441,0.278328222,96.76789818,-0.416886404,0.325333032,0.015918755
0.669665905,0.138877425,0.778979538,118.4715264,-0.081650218,0.262768459,0.004271963
0.81459667,0.217827899,0.788678927,108.0702892,-0.678946397,0.323521319,0.009541992
0.680414055,0.228200369,0.666820897,89.17858567,0.544819518,0.799925767,0.095371189
0.627432669,0.110733944,0.196699502,115.1236073,-0.596464254,0.492130393,0.009937579
0.747497093,0.377890887,0.639227332,107.7889981,-0.78439917,0.213577316,0.009772279
0.32666681,0.201751625,0.464842709,110.2934015,0.145127069,0.181788086,0.004325295
0.749948897,0.103949229,0.339889759,107.3687433,0.396652209,0.531928504,0.011727692
0.887691853,0.143662367,0.445967541,82.31415224,0.177763813,0.484064045,0.014995897
0.597588584,0.368759246,0.704871815,92.32956642,0.486466253,0.278290632,0.014351371
0.338597424,0.292212249,0.437318726,95.80058259,0.580437852,0.627026764,0.053398521
0.719186871,0.23302509,0.730546666,112.1567195,-0.023219591,0.740488248,0.070450952
0.66781612,0.276801004,0.54789819,100.6537094,-0.659831966,0.135270177,0.005214233
0.357437139,0.126586598,0.186393369,86.64467932,0.749481501,0.404586889,0.008858072
0.750272846,0.196162727,0.122877585,110.4982988,0.24486695,0.176347713,0.00407216
0.894375122,0.201715913,0.165632445,118.8125853,-0.468695965,0.822143427,0.086558568
0.779258874,0.190885141,0.46683837,112.125726,0.621114487,0.264718534,0.006016481
0.932727489,0.238989251,0.246079389,107.3991419,0.042044893,0.131206122,0.004123715
0.423736451,0.366078732,0.393818438,117.7004902,-0.891440095,0.301327122,0.01318917
0.757617789,0.197855486,0.420094558,80.88867732,0.871211574,0.639280367,0.040881116
0.691455088,0.334546147,0.758025443,112.5749736,-0.736715863,0.737678398,0.100651903
0.491383918,0.12064884,0.151608106,101.3676865,-0.006224253,0.421125106,0.008343889
0.361866324,0.154480095,0.196751668,81.83324883,-0.067878454,0.753904074,0.052165786
0.505694281,0.104829757,0.631954025,81.58385531,0.383162005,0.762016288,0.037303457
0.673803782,0.399727803,0.13561186,87.30181676,0.38779987,0.556125082,0.05509758
0.820506038,0.359764126,0.328006732,84.52536554,0.364012563,0.517768703,0.042722269
0.737381976,0.154367939,0.636034427,102.7135297,0.585920528,0.28291204,0.0056992
0.576969729,0.15824614,0.578829129,90.453938,0.279872731,0.106129761,0.002869298
0.519190712,0.362380022,0.146768108,86.02540245,0.048114442,0.13061392,0.007550128
0.816201279,0.297692633,0.598449332,116.083455,-0.677690068,0.180352951,0.006220779
0.789603566,0.361012985,0.428006457,104.7276861,0.48972444,0.452216272,0.028524945
0.444662418,0.387493454,0.605191056,81.05011947,0.607207509,0.19061686,0.01119875
0.725341379,0.260468229,0.574351867,82.50270863,-0.558256049,0.734494827,0.082861164
0.541843111,0.38437092,0.465669191,92.07374691,-0.365403616,0.856645518,0.203524937
0.711784874,0.319588071,0.58521238,113.2534285,-0.868658989,0.597510983,0.048713264
0.818423684,0.19094475,0.697488285,91.94975927,-0.355533489,0.721133204,0.055923396
0.921378546,0.333034377,0.309172687,93.21643245,-0.763266225,0.44685417,0.027339762
0.197758758,0.101260265,0.143116638,102.1239628,-0.691866571,0.675091918,0.022602347
0.510136791,0.398759131,0.694083356,106.0965199,0.703179078,0.272182837,0.013603752
0.331975723,0.398577013,0.699177116,84.69747563,-0.20985037,0.7842526,0.155285275
0.672121423,0.141662521,0.755065905,94.05148944,0.629474609,0.835660217,0.068965489
0.840124223,0.2750986,0.610084484,102.149138,0.89140295,0.204960117,0.007110713
0.377499836,0.250365935,0.590913529,94.25652179,-0.41142678,0.817165225,0.110183307
0.994228949,0.299296819,0.24056683,105.2495179,-0.289621415,0.470692794,0.02563656
0.172459744,0.102842902,0.217175527,83.83921983,0.376482467,0.560967615,0.014695211
0.46722754,0.249026822,0.720862427,108.9746352,0.700021627,0.203900349,0.006059832
0.323352283,0.319851378,0.378245588,91.77299325,-0.638282875,0.364505942,0.018174149
0.853073827,0.397519354,0.769103202,106.7634029,0.577907268,0.560693712,0.052884354
0.405949201,0.321872849,0.217513209,85.39286976,-0.498258047,0.73788633,0.100629412
0.896275115,0.355834036,0.610301685,111.4519775,0.325700093,0.477224348,0.030952536
0.430759236,0.181041062,0.233052097,104.8357596,0.209900431,0.846511703,0.088753257
0.412408542,0.170515588,0.126323705,91.55075239,0.174494627,0.647380476,0.034773693
0.462310928,0.16592785,0.738189078,90.4256068,-0.162474818,0.307137398,0.007455074
0.382631635,0.208389769,0.441633636,103.1842028,0.363192854,0.740746462,0.06290919
0.610458166,0.297681993,0.6013407,93.3544556,-0.3031712,0.156897405,0.006610394
0.56692177,0.235708278,0.457313956,91.13247399,-0.597564455,0.204697701,0.006586437
0.513364948,0.291376116,0.339614391,98.39943835,0.094591829,0.226225197,0.008401718
0.381225241,0.317346738,0.226175786,98.12020665,-0.440698692,0.13364099,0.005961056
0.176532227,0.111249273,0.246895892,80.53416699,0.751869004,0.584537092,0.01797005
0.278802259,0.172072187,0.284643611,116.4767078,-0.804220058,0.726948444,0.046966624
0.579124943,0.328535433,0.395967891,101.0775045,-0.619150746,0.882545439,0.193617674
0.888095831,0.186541519,0.217679901,80.58586566,-0.385155212,0.884362368,0.112852486
0.157577054,0.347295647,0.362947901,101.0597215,-0.880693501,0.198585461,0.00862433
0.337131611,0.136221875,0.649313125,100.583907,-0.325100804,0.136272257,0.002578448
0.933625739,0.386116852,0.497662459,83.04459588,-0.43196983,0.571673855,0.059293811
0.792423763,0.19689729,0.423664934,111.3177066,0.73034286,0.896326992,0.121961756
0.373028716,0.281670963,0.13805698,115.7802077,0.899047291,0.176318162,0.005617988
0.113013,0.100618937,0.21995901,111.1533356,-0.657198728,0.707393698,0.025304965
0.360737141,0.361719698,0.644022585,82.85031326,0.287217904,0.606826845,0.064649299
